Transaction_Id,Transaction_Date,Store_Id,Product_id,Price,Qty,Total_Sales,Cust_Id
2,8/26/2021,8,7,70,4,280,390
3,8/26/2021,8,8,30,2,60,354
4,8/26/2021,8,10,100,4,400,369
5,8/26/2021,8,9,50,2,100,351
6,8/26/2021,8,7,70,1,70,371
7,8/26/2021,8,1,5,5,25,398
8,8/26/2021,8,1,5,2,10,351
9,8/26/2021,8,4,50,1,50,393
10,8/26/2021,8,1,5,5,25,377
11,8/26/2021,8,6,34,4,136,379
12,8/26/2021,8,7,70,3,210,372
13,8/26/2021,8,4,50,1,50,380
14,8/26/2021,8,1,5,1,5,354
15,8/26/2021,8,1,5,2,10,386
16,8/26/2021,8,1,5,3,15,378
17,8/26/2021,8,5,12,1,12,376
18,8/26/2021,8,5,12,5,60,378
19,8/26/2021,8,4,50,3,150,356
20,8/26/2021,8,6,34,1,34,382
21,8/26/2021,8,10,100,2,200,380
22,8/26/2021,8,11,120,5,600,393
23,8/26/2021,8,3,10,3,30,393
24,8/26/2021,8,4,50,5,250,374
25,8/26/2021,8,7,70,4,280,359
26,8/26/2021,8,9,50,5,250,378
27,8/26/2021,8,7,70,1,70,400
28,8/26/2021,8,5,12,2,24,383
29,8/26/2021,8,4,50,2,100,355
30,8/26/2021,8,4,50,2,100,363
31,8/26/2021,8,3,10,1,10,354
32,8/26/2021,8,1,5,4,20,357
33,8/26/2021,8,7,70,5,350,393
34,8/26/2021,8,9,50,2,100,389
35,8/26/2021,8,1,5,2,10,385
36,8/26/2021,8,7,70,3,210,359
37,8/26/2021,8,9,50,1,50,373
38,8/26/2021,8,2,29,5,145,356
39,8/26/2021,8,7,70,2,140,392
40,8/26/2021,8,5,12,5,60,358
41,8/26/2021,8,8,30,2,60,361
42,8/26/2021,8,2,29,3,87,373
43,8/26/2021,8,7,70,5,350,364
44,8/26/2021,8,11,120,3,360,367
45,8/26/2021,8,5,12,2,24,359
46,8/26/2021,8,12,30,3,90,384
47,8/26/2021,8,5,12,1,12,398
48,8/26/2021,8,7,70,4,280,354
49,8/26/2021,8,2,29,1,29,359
50,8/26/2021,8,4,50,4,200,396
51,8/26/2021,8,9,50,4,200,390
52,8/26/2021,8,12,30,4,120,391
53,8/26/2021,8,10,100,3,300,361
54,8/26/2021,8,1,5,1,5,375
55,8/26/2021,8,9,50,3,150,400
56,8/26/2021,8,11,120,2,240,368
57,8/26/2021,8,2,29,1,29,391
58,8/26/2021,8,11,120,2,240,355
59,8/26/2021,8,10,100,4,400,364
60,8/26/2021,8,6,34,1,34,382
61,8/26/2021,8,11,120,3,360,357
62,8/26/2021,8,8,30,5,150,363
63,8/26/2021,8,6,34,4,136,373
64,8/26/2021,8,8,30,2,60,389
65,8/26/2021,8,9,50,5,250,374
66,8/26/2021,8,3,10,1,10,391
67,8/26/2021,8,4,50,5,250,388
68,8/26/2021,8,4,50,1,50,369
69,8/26/2021,8,7,70,3,210,352
70,8/26/2021,8,3,10,3,30,388
71,8/26/2021,8,7,70,5,350,360
72,8/26/2021,8,7,70,5,350,364
73,8/26/2021,8,9,50,2,100,392
74,8/26/2021,8,9,50,5,250,396
75,8/26/2021,8,1,5,5,25,389
76,8/26/2021,8,7,70,1,70,375
77,8/26/2021,8,9,50,1,50,397
78,8/26/2021,8,3,10,5,50,368
79,8/26/2021,8,4,50,1,50,360
80,8/26/2021,8,5,12,5,60,390
81,8/26/2021,8,2,29,3,87,369
82,8/26/2021,8,3,10,5,50,373
83,8/26/2021,8,4,50,1,50,360
84,8/26/2021,8,7,70,1,70,392
85,8/26/2021,8,10,100,4,400,396
86,8/26/2021,8,2,29,1,29,355
87,8/26/2021,8,3,10,2,20,361
88,8/26/2021,8,5,12,2,24,379
89,8/26/2021,8,11,120,4,480,366
90,8/26/2021,8,7,70,1,70,371
91,8/26/2021,8,7,70,1,70,399
92,8/26/2021,8,6,34,3,102,358
93,8/26/2021,8,3,10,1,10,365
94,8/26/2021,8,5,12,5,60,373
95,8/26/2021,8,8,30,1,30,352
96,8/26/2021,8,3,10,4,40,367
97,8/26/2021,8,4,50,5,250,380
98,8/26/2021,8,6,34,4,136,364
99,8/26/2021,8,10,100,5,500,356
100,8/26/2021,8,6,34,3,102,394
101,8/26/2021,8,1,5,4,20,390
102,8/26/2021,8,1,5,1,5,385
103,8/26/2021,8,9,50,4,200,359
104,8/26/2021,8,12,30,4,120,375
105,8/26/2021,8,5,12,2,24,387
106,8/26/2021,8,7,70,1,70,393
107,8/26/2021,8,1,5,2,10,374
108,8/26/2021,8,10,100,3,300,367
109,8/26/2021,8,4,50,2,100,360
110,8/26/2021,8,8,30,4,120,392
111,8/26/2021,8,10,100,3,300,357
112,8/26/2021,8,12,30,4,120,368
113,8/26/2021,8,2,29,1,29,383
114,8/26/2021,8,7,70,4,280,389
115,8/26/2021,8,1,5,4,20,359
116,8/26/2021,8,7,70,5,350,376
117,8/26/2021,8,12,30,2,60,390
118,8/26/2021,8,6,34,2,68,374
119,8/26/2021,8,2,29,4,116,385
120,8/26/2021,8,10,100,4,400,362
121,8/26/2021,8,7,70,3,210,396
122,8/26/2021,8,6,34,1,34,351
123,8/26/2021,8,6,34,1,34,364
124,8/26/2021,8,10,100,2,200,360
125,8/26/2021,8,11,120,5,600,361
126,8/26/2021,8,12,30,2,60,399
127,8/26/2021,8,7,70,2,140,390
128,8/26/2021,8,1,5,5,25,380
129,8/26/2021,8,9,50,1,50,399
130,8/26/2021,8,8,30,1,30,367
131,8/26/2021,8,10,100,3,300,357
132,8/26/2021,8,1,5,4,20,399
133,8/26/2021,8,4,50,1,50,363
134,8/26/2021,8,12,30,3,90,368
135,8/26/2021,8,12,30,2,60,384
136,8/26/2021,8,1,5,5,25,390
137,8/26/2021,8,6,34,3,102,358
138,8/26/2021,8,10,100,2,200,358
139,8/26/2021,8,5,12,3,36,363
140,8/26/2021,8,9,50,5,250,376
141,8/26/2021,8,2,29,5,145,383
142,8/26/2021,8,1,5,3,15,351
143,8/26/2021,8,6,34,1,34,391
144,8/26/2021,8,2,29,2,58,358
145,8/26/2021,8,11,120,5,600,378
146,8/26/2021,8,5,12,3,36,362
147,8/26/2021,8,2,29,1,29,388
148,8/26/2021,8,6,34,3,102,370
149,8/26/2021,8,4,50,3,150,378
150,8/26/2021,8,4,50,5,250,397
151,8/26/2021,8,12,30,2,60,375
152,8/26/2021,8,11,120,3,360,360
153,8/26/2021,8,5,12,5,60,365
154,8/26/2021,8,11,120,2,240,388
155,8/26/2021,8,8,30,3,90,393
156,8/26/2021,8,3,10,2,20,368
157,8/26/2021,8,8,30,3,90,370
158,8/26/2021,8,1,5,4,20,354
159,8/26/2021,8,7,70,2,140,368
160,8/26/2021,8,5,12,2,24,357
