Transaction_Id,Transaction_Date,Store_Id,Product_id,Price,Qty,Total_Sales,Cust_Id
2,8/26/2021,1,9,50,2,100,49
3,8/26/2021,1,9,50,3,150,44
4,8/26/2021,1,6,34,3,102,41
5,8/26/2021,1,11,120,1,120,40
6,8/26/2021,1,8,30,4,120,20
7,8/26/2021,1,7,70,2,140,40
8,8/26/2021,1,3,10,5,50,45
9,8/26/2021,1,9,50,4,200,22
10,8/26/2021,1,1,5,5,25,42
11,8/26/2021,1,8,30,3,90,39
12,8/26/2021,1,2,29,1,29,5
13,8/26/2021,1,9,50,2,100,7
14,8/26/2021,1,5,12,3,36,44
15,8/26/2021,1,8,30,1,30,24
16,8/26/2021,1,1,5,3,15,2
17,8/26/2021,1,3,10,1,10,29
18,8/26/2021,1,1,5,3,15,14
19,8/26/2021,1,5,12,2,24,27
20,8/26/2021,1,11,120,4,480,2
21,8/26/2021,1,12,30,1,30,39
22,8/26/2021,1,2,29,5,145,5
23,8/26/2021,1,11,120,1,120,38
24,8/26/2021,1,4,50,4,200,27
25,8/26/2021,1,12,30,3,90,40
26,8/26/2021,1,9,50,1,50,10
27,8/26/2021,1,7,70,3,210,34
28,8/26/2021,1,2,29,1,29,13
29,8/26/2021,1,5,12,1,12,32
30,8/26/2021,1,2,29,1,29,8
31,8/26/2021,1,12,30,3,90,16
32,8/26/2021,1,1,5,2,10,10
33,8/26/2021,1,6,34,1,34,29
34,8/26/2021,1,4,50,2,100,15
35,8/26/2021,1,3,10,4,40,40
36,8/26/2021,1,6,34,3,102,44
37,8/26/2021,1,3,10,5,50,15
38,8/26/2021,1,12,30,1,30,30
39,8/26/2021,1,12,30,3,90,23
40,8/26/2021,1,1,5,3,15,34
41,8/26/2021,1,9,50,2,100,1
42,8/26/2021,1,7,70,4,280,50
43,8/26/2021,1,9,50,1,50,47
44,8/26/2021,1,6,34,3,102,2
45,8/26/2021,1,12,30,2,60,13
46,8/26/2021,1,2,29,4,116,24
47,8/26/2021,1,1,5,4,20,43
48,8/26/2021,1,6,34,4,136,12
49,8/26/2021,1,12,30,3,90,9
50,8/26/2021,1,6,34,4,136,42
51,8/26/2021,1,1,5,2,10,31
52,8/26/2021,1,4,50,2,100,46
53,8/26/2021,1,10,100,4,400,49
54,8/26/2021,1,1,5,1,5,39
55,8/26/2021,1,3,10,3,30,16
56,8/26/2021,1,12,30,4,120,40
57,8/26/2021,1,12,30,4,120,43
58,8/26/2021,1,1,5,2,10,34
59,8/26/2021,1,7,70,1,70,21
60,8/26/2021,1,2,29,1,29,37
61,8/26/2021,1,10,100,1,100,17
62,8/26/2021,1,7,70,4,280,1
63,8/26/2021,1,4,50,4,200,17
64,8/26/2021,1,8,30,3,90,29
65,8/26/2021,1,8,30,3,90,46
66,8/26/2021,1,3,10,1,10,11
67,8/26/2021,1,7,70,1,70,27
68,8/26/2021,1,4,50,4,200,34
69,8/26/2021,1,3,10,3,30,45
70,8/26/2021,1,1,5,3,15,29
71,8/26/2021,1,8,30,1,30,42
72,8/26/2021,1,6,34,4,136,42
73,8/26/2021,1,5,12,3,36,42
74,8/26/2021,1,1,5,2,10,13
75,8/26/2021,1,7,70,5,350,41
76,8/26/2021,1,8,30,3,90,30
77,8/26/2021,1,8,30,5,150,49
78,8/26/2021,1,1,5,4,20,23
79,8/26/2021,1,4,50,5,250,32
80,8/26/2021,1,5,12,3,36,3
81,8/26/2021,1,12,30,1,30,19
82,8/26/2021,1,4,50,4,200,33
83,8/26/2021,1,12,30,1,30,28
84,8/26/2021,1,7,70,1,70,31
85,8/26/2021,1,12,30,1,30,38
86,8/26/2021,1,12,30,5,150,38
87,8/26/2021,1,9,50,5,250,30
88,8/26/2021,1,8,30,4,120,37
89,8/26/2021,1,8,30,3,90,37
90,8/26/2021,1,3,10,2,20,30
91,8/26/2021,1,9,50,3,150,39
92,8/26/2021,1,3,10,3,30,21
93,8/26/2021,1,2,29,4,116,2
94,8/26/2021,1,1,5,2,10,27
95,8/26/2021,1,4,50,2,100,38
96,8/26/2021,1,12,30,2,60,25
97,8/26/2021,1,3,10,1,10,42
98,8/26/2021,1,2,29,3,87,18
99,8/26/2021,1,1,5,1,5,30
100,8/26/2021,1,12,30,3,90,44
101,8/26/2021,1,8,30,5,150,22
